corridor_id,segment_id,region,length_km,centroid_lat,centroid_lon,worldcover_tree_pct,worldcover_shrub_grass_pct,worldcover_built_pct,worldcover_bare_pct,sentinel2_ndvi_mean,sentinel2_ndmi_mean,sentinel2_ndvi_change,sentinel2_ndmi_change,vegetation_exposure_score,vegetation_dryness_score,vegetation_change_score,canopy_exposure_score,vegetation_score,vegetation_data_status,wildfire_exposure_score,wildfire_data_status,nearest_fire_km,eccc_weather_stress_score,weather_data_status,wind_gust_max_kmh,treatment_gap_score,treatment_data_status,outage_history_proxy_score,outage_data_status,terrain_score,terrain_data_status,planning_priority_score,planning_priority_level,top_reason_1,top_reason_2,top_reason_3,data_source_notes,as_of_date,tree_contact_exposure_proxy,wind_stress_score,wind_data_status,tree_contact_score_data_quality,tree_contact_missing_components,problem_type,recommended_planning_action,risk_pathway,explanation_short,current_priority_score,scenario_after_inspection_score,scenario_after_trimming_score,scenario_after_trimming_and_inspection_score,scenario_priority_reduction,scenario_mode,scenario_notes
SR-TX-3318,SR-TX-3318-S001,Surrey,4.971,49.097072,-122.812263,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,74.55,38.53,35.82,47.39,computed,69.66,synthetic_proxy,,57.67,computed,16.9,79.07,synthetic,50.0,unofficial_archive_proxy,43.17,derived_proxy,58.49,Medium,Wildfire exposure (CWFIS / placeholder),Treatment gap (synthetic — BC Hydro records would replace),Vegetation cover / moisture (WorldCover + Sentinel-2),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,48.97,16.9,available,complete,,Wildfire / dry vegetation context,Wildfire readiness review,Wildfire exposure with dry vegetation context warrants readiness review.,Wildfire context + dry vegetation make this segment suitable for readiness review.,58.49,55.53,51.38,48.41,10.08,synthetic_stress_scenario,"Synthetic stress scenario — illustrative only. Not observed BC Hydro data. Elevated treatment gap, vegetation dryness, ECCC weather stress, and wildfire exposure on multi-signal corridor segments; planning priority recalculated with the baseline composite formula (seed=42)."
SR-TX-3318,SR-TX-3318-S002,Surrey,2.38,49.070472,-122.803247,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,37.74,synthetic_proxy,,21.37,computed,16.9,64.91,synthetic,50.0,unofficial_archive_proxy,86.3,derived_proxy,45.2,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Treatment gap (synthetic — BC Hydro records would replace),Terrain / access proxy,Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,47.43,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,45.2,42.76,39.3,36.85,8.35,synthetic_stress_scenario,"Synthetic stress scenario — illustrative only. Not observed BC Hydro data. Elevated treatment gap, vegetation dryness, ECCC weather stress, and wildfire exposure on multi-signal corridor segments; planning priority recalculated with the baseline composite formula (seed=42)."
SR-TX-3479,SR-TX-3479-S001,Surrey,2.735,49.115717,-122.795031,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,49.79,synthetic_proxy,,21.37,computed,16.9,53.88,synthetic,50.0,unofficial_archive_proxy,70.02,derived_proxy,44.32,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Wildfire exposure (CWFIS / placeholder),Treatment gap (synthetic — BC Hydro records would replace),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,43.33,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,44.32,42.3,39.09,36.97,7.35,synthetic_stress_scenario,"Synthetic stress scenario — illustrative only. Not observed BC Hydro data. Elevated treatment gap, vegetation dryness, ECCC weather stress, and wildfire exposure on multi-signal corridor segments; planning priority recalculated with the baseline composite formula (seed=42)."
SR-TX-3317,SR-TX-3317-S001,Surrey,0.039,49.119393,-122.81208,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,35.15,synthetic_proxy,,21.37,computed,16.9,53.74,synthetic,50.0,unofficial_archive_proxy,89.8,derived_proxy,43.35,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Terrain / access proxy,Treatment gap (synthetic — BC Hydro records would replace),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,46.28,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,43.35,41.34,38.12,36.01,7.34,synthetic_stress_scenario,"Synthetic stress scenario — illustrative only. Not observed BC Hydro data. Elevated treatment gap, vegetation dryness, ECCC weather stress, and wildfire exposure on multi-signal corridor segments; planning priority recalculated with the baseline composite formula (seed=42)."
SR-TX-3103,SR-TX-3103-S001,Surrey,0.112,49.138401,-122.787551,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,72.03,38.53,35.82,46.76,computed,59.18,synthetic_proxy,,63.54,computed,16.9,78.0,synthetic,50.0,unofficial_archive_proxy,59.46,derived_proxy,58.88,Medium,ECCC weather stress proxy,Wildfire exposure (CWFIS / placeholder),Treatment gap (synthetic — BC Hydro records would replace),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,50.75,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,58.88,55.95,51.86,48.94,9.94,synthetic_stress_scenario,"Synthetic stress scenario — illustrative only. Not observed BC Hydro data. Elevated treatment gap, vegetation dryness, ECCC weather stress, and wildfire exposure on multi-signal corridor segments; planning priority recalculated with the baseline composite formula (seed=42)."
SR-TX-3653,SR-TX-3653-S001,Surrey,4.993,49.175292,-122.733263,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,47.48,synthetic_proxy,,21.37,computed,16.9,50.44,synthetic,50.0,unofficial_archive_proxy,73.13,derived_proxy,43.66,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Wildfire exposure (CWFIS / placeholder),Treatment gap (synthetic — BC Hydro records would replace),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,43.28,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,43.66,41.77,38.63,36.62,7.04,synthetic_stress_scenario,"Synthetic stress scenario — illustrative only. Not observed BC Hydro data. Elevated treatment gap, vegetation dryness, ECCC weather stress, and wildfire exposure on multi-signal corridor segments; planning priority recalculated with the baseline composite formula (seed=42)."
SR-TX-3653,SR-TX-3653-S002,Surrey,4.997,49.175292,-122.801522,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,89.77,38.53,35.82,51.2,computed,56.55,synthetic_proxy,,56.68,computed,16.9,75.48,synthetic,50.0,unofficial_archive_proxy,60.97,derived_proxy,57.87,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),ECCC weather stress proxy,Treatment gap (synthetic — BC Hydro records would replace),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,54.15,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,57.87,55.03,50.78,47.87,10.0,synthetic_stress_scenario,"Synthetic stress scenario — illustrative only. Not observed BC Hydro data. Elevated treatment gap, vegetation dryness, ECCC weather stress, and wildfire exposure on multi-signal corridor segments; planning priority recalculated with the baseline composite formula (seed=42)."
SR-TX-3653,SR-TX-3653-S003,Surrey,3.509,49.167792,-122.857889,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,85.62,38.53,35.82,50.16,computed,51.3,synthetic_proxy,,57.47,computed,16.9,78.25,synthetic,50.0,unofficial_archive_proxy,68.86,derived_proxy,57.92,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Treatment gap (synthetic — BC Hydro records would replace),ECCC weather stress proxy,Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,54.92,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,57.92,54.98,50.72,47.74,10.18,synthetic_stress_scenario,"Synthetic stress scenario — illustrative only. Not observed BC Hydro data. Elevated treatment gap, vegetation dryness, ECCC weather stress, and wildfire exposure on multi-signal corridor segments; planning priority recalculated with the baseline composite formula (seed=42)."
SR-TX-3099,SR-TX-3099-S001,Surrey,4.995,49.175368,-122.731676,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,67.57,38.53,35.82,45.65,computed,57.89,synthetic_proxy,,55.73,computed,16.9,79.28,synthetic,50.0,unofficial_archive_proxy,69.13,derived_proxy,57.94,Medium,Treatment gap (synthetic — BC Hydro records would replace),Wildfire exposure (CWFIS / placeholder),Vegetation cover / moisture (WorldCover + Sentinel-2),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,51.5,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,57.94,54.97,50.9,47.95,9.99,synthetic_stress_scenario,"Synthetic stress scenario — illustrative only. Not observed BC Hydro data. Elevated treatment gap, vegetation dryness, ECCC weather stress, and wildfire exposure on multi-signal corridor segments; planning priority recalculated with the baseline composite formula (seed=42)."
SR-TX-3099,SR-TX-3099-S002,Surrey,4.998,49.175419,-122.799971,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,84.29,38.53,35.82,49.83,computed,64.6,synthetic_proxy,,61.8,computed,16.9,77.73,synthetic,50.0,unofficial_archive_proxy,50.0,derived_proxy,59.4,Medium,Wildfire exposure (CWFIS / placeholder),Vegetation cover / moisture (WorldCover + Sentinel-2),ECCC weather stress proxy,Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,51.75,16.9,available,complete,,Wildfire / dry vegetation context,Wildfire readiness review,Wildfire exposure with dry vegetation context warrants readiness review.,Wildfire context + dry vegetation make this segment suitable for readiness review.,59.4,56.48,52.24,49.29,10.11,synthetic_stress_scenario,"Synthetic stress scenario — illustrative only. Not observed BC Hydro data. Elevated treatment gap, vegetation dryness, ECCC weather stress, and wildfire exposure on multi-signal corridor segments; planning priority recalculated with the baseline composite formula (seed=42)."
SR-TX-3099,SR-TX-3099-S003,Surrey,3.624,49.168064,-122.857143,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,49.79,synthetic_proxy,,21.37,computed,16.9,53.88,synthetic,50.0,unofficial_archive_proxy,70.02,derived_proxy,44.32,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Wildfire exposure (CWFIS / placeholder),Treatment gap (synthetic — BC Hydro records would replace),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,43.33,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,44.32,42.3,39.09,36.97,7.35,synthetic_stress_scenario,"Synthetic stress scenario — illustrative only. Not observed BC Hydro data. Elevated treatment gap, vegetation dryness, ECCC weather stress, and wildfire exposure on multi-signal corridor segments; planning priority recalculated with the baseline composite formula (seed=42)."
SR-TX-2233,SR-TX-2233-S001,Surrey,0.766,49.238172,-122.816135,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,37.75,synthetic_proxy,,21.37,computed,16.9,84.72,synthetic,50.0,unofficial_archive_proxy,86.29,derived_proxy,48.17,Medium,Treatment gap (synthetic — BC Hydro records would replace),Vegetation cover / moisture (WorldCover + Sentinel-2),Terrain / access proxy,Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,50.4,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,48.17,44.99,41.08,38.04,10.13,synthetic_stress_scenario,"Synthetic stress scenario — illustrative only. Not observed BC Hydro data. Elevated treatment gap, vegetation dryness, ECCC weather stress, and wildfire exposure on multi-signal corridor segments; planning priority recalculated with the baseline composite formula (seed=42)."
SR-TX-3299,SR-TX-3299-S001,Surrey,2.38,49.114569,-122.830986,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,49.79,synthetic_proxy,,21.37,computed,16.9,53.88,synthetic,50.0,unofficial_archive_proxy,70.02,derived_proxy,44.32,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Wildfire exposure (CWFIS / placeholder),Treatment gap (synthetic — BC Hydro records would replace),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,43.33,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,44.32,42.3,39.09,36.97,7.35,synthetic_stress_scenario,"Synthetic stress scenario — illustrative only. Not observed BC Hydro data. Elevated treatment gap, vegetation dryness, ECCC weather stress, and wildfire exposure on multi-signal corridor segments; planning priority recalculated with the baseline composite formula (seed=42)."
SR-TX-1528,SR-TX-1528-S001,Surrey,2.424,49.114742,-122.831146,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,37.74,synthetic_proxy,,21.37,computed,16.9,64.91,synthetic,50.0,unofficial_archive_proxy,86.3,derived_proxy,45.2,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Treatment gap (synthetic — BC Hydro records would replace),Terrain / access proxy,Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,47.43,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,45.2,42.76,39.3,36.85,8.35,synthetic_stress_scenario,"Synthetic stress scenario — illustrative only. Not observed BC Hydro data. Elevated treatment gap, vegetation dryness, ECCC weather stress, and wildfire exposure on multi-signal corridor segments; planning priority recalculated with the baseline composite formula (seed=42)."
SR-TX-2761,SR-TX-2761-S001,Surrey,4.971,49.140632,-122.856155,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,37.74,synthetic_proxy,,21.37,computed,16.9,64.91,synthetic,50.0,unofficial_archive_proxy,86.3,derived_proxy,45.2,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Treatment gap (synthetic — BC Hydro records would replace),Terrain / access proxy,Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,47.43,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,45.2,42.76,39.3,36.85,8.35,synthetic_stress_scenario,"Synthetic stress scenario — illustrative only. Not observed BC Hydro data. Elevated treatment gap, vegetation dryness, ECCC weather stress, and wildfire exposure on multi-signal corridor segments; planning priority recalculated with the baseline composite formula (seed=42)."
SR-TX-2761,SR-TX-2761-S002,Surrey,4.54,49.118782,-122.8057,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,47.48,synthetic_proxy,,21.37,computed,16.9,50.44,synthetic,50.0,unofficial_archive_proxy,73.13,derived_proxy,43.66,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Wildfire exposure (CWFIS / placeholder),Treatment gap (synthetic — BC Hydro records would replace),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,43.28,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,43.66,41.77,38.63,36.62,7.04,synthetic_stress_scenario,"Synthetic stress scenario — illustrative only. Not observed BC Hydro data. Elevated treatment gap, vegetation dryness, ECCC weather stress, and wildfire exposure on multi-signal corridor segments; planning priority recalculated with the baseline composite formula (seed=42)."
SR-TX-3112,SR-TX-3112-S001,Surrey,0.044,49.136676,-122.874339,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,72.57,38.53,35.82,46.9,computed,58.98,synthetic_proxy,,59.65,computed,16.9,78.0,synthetic,50.0,unofficial_archive_proxy,59.46,derived_proxy,58.1,Medium,ECCC weather stress proxy,Wildfire exposure (CWFIS / placeholder),Vegetation cover / moisture (WorldCover + Sentinel-2),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,50.86,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,58.1,55.17,51.07,48.14,9.96,synthetic_stress_scenario,"Synthetic stress scenario — illustrative only. Not observed BC Hydro data. Elevated treatment gap, vegetation dryness, ECCC weather stress, and wildfire exposure on multi-signal corridor segments; planning priority recalculated with the baseline composite formula (seed=42)."
SR-TX-2443,SR-TX-2443-S001,Surrey,0.05,49.136747,-122.874516,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,39.34,synthetic_proxy,,21.37,computed,16.9,83.42,synthetic,50.0,unofficial_archive_proxy,84.13,derived_proxy,48.08,Medium,Treatment gap (synthetic — BC Hydro records would replace),Vegetation cover / moisture (WorldCover + Sentinel-2),Terrain / access proxy,Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,49.88,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,48.08,44.95,41.07,38.07,10.01,synthetic_stress_scenario,"Synthetic stress scenario — illustrative only. Not observed BC Hydro data. Elevated treatment gap, vegetation dryness, ECCC weather stress, and wildfire exposure on multi-signal corridor segments; planning priority recalculated with the baseline composite formula (seed=42)."
SR-TX-2519,SR-TX-2519-S001,Surrey,0.087,49.136941,-122.874887,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,47.48,synthetic_proxy,,21.37,computed,16.9,50.44,synthetic,50.0,unofficial_archive_proxy,73.13,derived_proxy,43.66,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Wildfire exposure (CWFIS / placeholder),Treatment gap (synthetic — BC Hydro records would replace),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,43.28,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,43.66,41.77,38.63,36.62,7.04,synthetic_stress_scenario,"Synthetic stress scenario — illustrative only. Not observed BC Hydro data. Elevated treatment gap, vegetation dryness, ECCC weather stress, and wildfire exposure on multi-signal corridor segments; planning priority recalculated with the baseline composite formula (seed=42)."
SR-TX-3094,SR-TX-3094-S001,Surrey,4.958,49.140761,-122.856538,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,37.74,synthetic_proxy,,21.37,computed,16.9,64.91,synthetic,50.0,unofficial_archive_proxy,86.3,derived_proxy,45.2,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Treatment gap (synthetic — BC Hydro records would replace),Terrain / access proxy,Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,47.43,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,45.2,42.76,39.3,36.85,8.35,synthetic_stress_scenario,"Synthetic stress scenario — illustrative only. Not observed BC Hydro data. Elevated treatment gap, vegetation dryness, ECCC weather stress, and wildfire exposure on multi-signal corridor segments; planning priority recalculated with the baseline composite formula (seed=42)."
SR-TX-3094,SR-TX-3094-S002,Surrey,1.779,49.123538,-122.822902,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,47.48,synthetic_proxy,,21.37,computed,16.9,50.44,synthetic,50.0,unofficial_archive_proxy,73.13,derived_proxy,43.66,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Wildfire exposure (CWFIS / placeholder),Treatment gap (synthetic — BC Hydro records would replace),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,43.28,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,43.66,41.77,38.63,36.62,7.04,synthetic_stress_scenario,"Synthetic stress scenario — illustrative only. Not observed BC Hydro data. Elevated treatment gap, vegetation dryness, ECCC weather stress, and wildfire exposure on multi-signal corridor segments; planning priority recalculated with the baseline composite formula (seed=42)."
SR-TX-3293,SR-TX-3293-S001,Surrey,2.408,49.147849,-122.874931,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,47.48,synthetic_proxy,,21.37,computed,16.9,50.44,synthetic,50.0,unofficial_archive_proxy,73.13,derived_proxy,43.66,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Wildfire exposure (CWFIS / placeholder),Treatment gap (synthetic — BC Hydro records would replace),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,43.28,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,43.66,41.77,38.63,36.62,7.04,synthetic_stress_scenario,"Synthetic stress scenario — illustrative only. Not observed BC Hydro data. Elevated treatment gap, vegetation dryness, ECCC weather stress, and wildfire exposure on multi-signal corridor segments; planning priority recalculated with the baseline composite formula (seed=42)."
SR-TX-3424,SR-TX-3424-S001,Surrey,2.354,49.147747,-122.875285,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,39.34,synthetic_proxy,,21.37,computed,16.9,83.42,synthetic,50.0,unofficial_archive_proxy,84.13,derived_proxy,48.08,Medium,Treatment gap (synthetic — BC Hydro records would replace),Vegetation cover / moisture (WorldCover + Sentinel-2),Terrain / access proxy,Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,49.88,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,48.08,44.95,41.07,38.07,10.01,synthetic_stress_scenario,"Synthetic stress scenario — illustrative only. Not observed BC Hydro data. Elevated treatment gap, vegetation dryness, ECCC weather stress, and wildfire exposure on multi-signal corridor segments; planning priority recalculated with the baseline composite formula (seed=42)."
SR-TX-2781,SR-TX-2781-S001,Surrey,4.995,49.153865,-122.840471,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,81.75,38.53,35.82,49.19,computed,56.48,synthetic_proxy,,60.79,computed,16.9,76.82,synthetic,50.0,unofficial_archive_proxy,60.97,derived_proxy,58.37,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),ECCC weather stress proxy,Treatment gap (synthetic — BC Hydro records would replace),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,52.75,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,58.37,55.49,51.3,48.38,9.99,synthetic_stress_scenario,"Synthetic stress scenario — illustrative only. Not observed BC Hydro data. Elevated treatment gap, vegetation dryness, ECCC weather stress, and wildfire exposure on multi-signal corridor segments; planning priority recalculated with the baseline composite formula (seed=42)."
SR-TX-2781,SR-TX-2781-S002,Surrey,1.753,49.141836,-122.798119,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,69.92,38.53,35.82,46.24,computed,56.41,synthetic_proxy,,61.18,computed,16.9,78.25,synthetic,50.0,unofficial_archive_proxy,68.86,derived_proxy,58.7,Medium,ECCC weather stress proxy,Treatment gap (synthetic — BC Hydro records would replace),Vegetation cover / moisture (WorldCover + Sentinel-2),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,51.78,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,58.7,55.77,51.69,48.77,9.93,synthetic_stress_scenario,"Synthetic stress scenario — illustrative only. Not observed BC Hydro data. Elevated treatment gap, vegetation dryness, ECCC weather stress, and wildfire exposure on multi-signal corridor segments; planning priority recalculated with the baseline composite formula (seed=42)."
SR-TX-2656,SR-TX-2656-S001,Surrey,0.106,49.138282,-122.787175,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,88.41,38.53,35.82,50.86,computed,60.43,synthetic_proxy,,58.36,computed,16.9,78.83,synthetic,50.0,unofficial_archive_proxy,68.86,derived_proxy,60.18,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Wildfire exposure (CWFIS / placeholder),Treatment gap (synthetic — BC Hydro records would replace),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,55.56,16.9,available,complete,,Wildfire / dry vegetation context,Wildfire readiness review,Wildfire exposure with dry vegetation context warrants readiness review.,Wildfire context + dry vegetation make this segment suitable for readiness review.,60.18,57.23,52.91,49.91,10.27,synthetic_stress_scenario,"Synthetic stress scenario — illustrative only. Not observed BC Hydro data. Elevated treatment gap, vegetation dryness, ECCC weather stress, and wildfire exposure on multi-signal corridor segments; planning priority recalculated with the baseline composite formula (seed=42)."
SR-TX-3098,SR-TX-3098-S001,Surrey,0.051,49.174914,-122.697459,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,36.46,synthetic_proxy,,21.37,computed,16.9,50.08,synthetic,50.0,unofficial_archive_proxy,88.03,derived_proxy,42.89,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Terrain / access proxy,Treatment gap (synthetic — BC Hydro records would replace),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,45.46,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,42.89,41.01,37.88,35.88,7.01,synthetic_stress_scenario,"Synthetic stress scenario — illustrative only. Not observed BC Hydro data. Elevated treatment gap, vegetation dryness, ECCC weather stress, and wildfire exposure on multi-signal corridor segments; planning priority recalculated with the baseline composite formula (seed=42)."
SR-TX-2942,SR-TX-2942-S001,Surrey,0.023,49.174955,-122.697345,32.93,30.66,31.46,0.81,0.2447,0.0392,0.1156,0.0266,41.16,45.1,38.53,35.82,40.03,computed,47.48,synthetic_proxy,,21.37,computed,16.9,50.44,synthetic,50.0,unofficial_archive_proxy,73.13,derived_proxy,43.66,Medium,Vegetation cover / moisture (WorldCover + Sentinel-2),Wildfire exposure (CWFIS / placeholder),Treatment gap (synthetic — BC Hydro records would replace),Surrey open/free summary + synthetic wildfire/treatment proxies,2026-06-23,43.28,16.9,available,complete,,General vegetation-weather review,Monitor / routine review,Composite vegetation and weather proxies suggest routine monitoring.,Moderate composite vegetation-weather signals — routine review recommended.,43.66,41.77,38.63,36.62,7.04,synthetic_stress_scenario,"Synthetic stress scenario — illustrative only. Not observed BC Hydro data. Elevated treatment gap, vegetation dryness, ECCC weather stress, and wildfire exposure on multi-signal corridor segments; planning priority recalculated with the baseline composite formula (seed=42)."
